order_id,order_date,customer,product,category,region,quantity,unit_price,discount,sales,profit
ORD06601,2024-04-16,Customer 1163,Printer,Office Supplies,South,4,9327.67,0.0,37310.68,10504.83
ORD05910,2024-04-16,Customer 0510,Smartphone,Technology,West,7,29008.76,0.0,203061.29,42222.56
ORD04615,2024-04-16,Customer 0953,Desk,Furniture,West,4,15329.69,0.1,55186.89,8504.19
ORD03914,2024-04-16,Customer 0115,Desk,Furniture,West,2,27288.77,0.15,46390.91,5802.5
ORD11399,2024-04-16,Customer 0839,Bookshelf,Furniture,West,6,5136.68,0.0,30820.09,5429.43
ORD03742,2024-04-16,Customer 0147,Pen Set,Office Supplies,West,4,588.79,0.0,2355.14,432.33
ORD05334,2024-04-16,Customer 0182,Bookshelf,Furniture,East,4,8424.87,0.0,33699.5,7707.66
ORD08467,2024-04-16,Customer 0109,Keyboard,Technology,South,3,2792.05,0.1,7538.55,786.67
ORD10966,2024-04-16,Customer 0332,Pen Set,Office Supplies,South,4,409.38,0.15,1391.89,282.07
ORD00812,2024-04-17,Customer 0532,Desk,Furniture,South,2,21612.69,0.05,41064.11,4891.8
ORD03404,2024-04-17,Customer 0730,Keyboard,Technology,West,4,2730.26,0.1,9828.95,1161.72
ORD02121,2024-04-17,Customer 0031,Printer,Office Supplies,North,5,21543.2,0.0,107715.99,15347.34
ORD07602,2024-04-17,Customer 0791,Smartphone,Technology,North,4,45281.2,0.05,172068.58,28118.92
ORD01872,2024-04-17,Customer 0809,Smartphone,Technology,West,2,53112.76,0.0,106225.53,25390.69
ORD08683,2024-04-17,Customer 1033,Laptop,Technology,North,4,84756.12,0.05,322073.26,37693.47
ORD06386,2024-04-17,Customer 0842,Printer,Office Supplies,West,6,7765.18,0.1,41931.95,9170.78
ORD02741,2024-04-17,Customer 0272,Notebook,Office Supplies,West,2,427.64,0.0,855.28,201.68
ORD02776,2024-04-17,Customer 0977,Notebook,Office Supplies,West,3,286.12,0.0,858.36,224.47
ORD07158,2024-04-17,Customer 0014,Desk,Furniture,West,7,8468.98,0.05,56318.7,8991.88
ORD03796,2024-04-17,Customer 0304,Printer,Office Supplies,North,7,5246.33,0.05,34888.11,6529.94
ORD02426,2024-04-17,Customer 0508,Printer,Office Supplies,North,1,18816.69,0.05,17875.85,4313.12
ORD05503,2024-04-17,Customer 0114,Desk,Furniture,South,2,26279.39,0.1,47302.9,8898.81
ORD01534,2024-04-17,Customer 0196,Monitor,Technology,South,4,27398.08,0.05,104112.7,14197.29
ORD02511,2024-04-17,Customer 0654,Keyboard,Technology,West,5,1535.27,0.05,7292.53,1336.91
ORD03984,2024-04-17,Customer 0078,Bookshelf,Furniture,North,5,5578.93,0.0,27894.67,6197.89
ORD04281,2024-04-17,Customer 0704,Printer,Office Supplies,North,3,12311.72,0.0,36935.16,6986.6
ORD00846,2024-04-17,Customer 0544,Keyboard,Technology,South,2,2720.64,0.15,4625.09,535.27
ORD00677,2024-04-17,Customer 0475,Smartphone,Technology,West,1,55603.67,0.15,47263.12,9102.18
ORD07610,2024-04-17,Customer 0729,Printer,Office Supplies,East,6,16900.52,0.0,101403.15,15240.91
ORD11745,2024-04-17,Customer 0887,Notebook,Office Supplies,North,4,133.81,0.1,481.73,101.26
ORD07867,2024-04-17,Customer 0447,Notebook,Office Supplies,West,4,100.98,0.05,383.74,97.84
ORD10863,2024-04-17,Customer 0028,Laptop,Technology,South,2,86442.07,0.0,172884.15,31279.99
ORD03112,2024-04-17,Customer 0720,Printer,Office Supplies,West,2,14371.66,0.15,24431.82,5856.01
ORD00138,2024-04-17,Customer 1004,Smartphone,Technology,East,7,18853.55,0.05,125376.08,14669.61
ORD10141,2024-04-18,Customer 1043,Monitor,Technology,South,1,13500.17,0.05,12825.16,2151.23
ORD11635,2024-04-18,Customer 0989,Printer,Office Supplies,East,3,18204.66,0.0,54613.99,14248.46
ORD08026,2024-04-18,Customer 0223,Printer,Office Supplies,North,2,19792.73,0.15,33647.64,5006.95
ORD06116,2024-04-18,Customer 0582,Notebook,Office Supplies,West,7,479.65,0.05,3189.64,685.61
ORD08447,2024-04-18,Customer 0195,Laptop,Technology,North,5,77658.85,0.05,368879.52,55051.99
ORD01076,2024-04-18,Customer 0589,Smartphone,Technology,South,7,30856.82,0.05,205197.84,40932.22
ORD00613,2024-04-18,Customer 0949,Notebook,Office Supplies,South,7,448.89,0.0,3142.25,700.32
ORD11303,2024-04-18,Customer 1182,Smartphone,Technology,South,4,32111.8,0.1,115602.47,13025.21
ORD11462,2024-04-18,Customer 0286,Smartphone,Technology,North,2,44617.25,0.05,84772.78,12260.36
ORD00054,2024-04-18,Customer 1100,Monitor,Technology,West,5,19694.57,0.0,98472.83,16313.95
ORD06803,2024-04-18,Customer 0564,Desk,Furniture,East,3,7513.55,0.0,22540.64,4183.83
ORD01947,2024-04-18,Customer 0609,Keyboard,Technology,West,2,2211.67,0.05,4202.17,639.96
ORD06227,2024-04-18,Customer 0136,Desk,Furniture,East,3,20739.52,0.0,62218.57,13954.86
ORD08602,2024-04-18,Customer 1061,Pen Set,Office Supplies,West,3,467.99,0.1,1263.58,169.07
ORD04713,2024-04-18,Customer 0818,Laptop,Technology,West,7,71158.99,0.05,473207.29,103510.15
ORD06409,2024-04-18,Customer 0414,Office Chair,Furniture,West,5,6923.27,0.0,34616.36,7979.14
ORD01541,2024-04-18,Customer 0035,Laptop,Technology,South,4,63854.58,0.05,242647.39,42465.48
ORD02071,2024-04-18,Customer 0580,Pen Set,Office Supplies,South,7,107.61,0.0,753.24,94.34
ORD06321,2024-04-18,Customer 0860,Smartphone,Technology,East,5,26000.87,0.0,130004.36,16360.71
ORD06880,2024-04-18,Customer 0661,Office Chair,Furniture,South,1,17698.08,0.0,17698.08,1534.43
ORD06827,2024-04-18,Customer 0802,Laptop,Technology,West,6,67463.43,0.0,404780.58,86061.71
ORD05031,2024-04-18,Customer 0712,Printer,Office Supplies,South,3,21390.8,0.0,64172.41,11494.09
ORD10051,2024-04-18,Customer 0071,Pen Set,Office Supplies,North,2,729.43,0.0,1458.86,229.33
ORD07700,2024-04-18,Customer 0719,Bookshelf,Furniture,North,4,11192.04,0.1,40291.35,7906.98
ORD07520,2024-04-18,Customer 0915,Notebook,Office Supplies,South,4,81.84,0.15,278.27,56.58
ORD07240,2024-04-18,Customer 0211,Laptop,Technology,South,7,70212.58,0.0,491488.07,67394.17
ORD03406,2024-04-18,Customer 0753,Notebook,Office Supplies,West,5,453.82,0.05,2155.66,454.52
ORD01740,2024-04-18,Customer 0278,Notebook,Office Supplies,West,2,463.4,0.1,834.12,163.3
ORD00156,2024-04-18,Customer 0486,Notebook,Office Supplies,South,6,399.21,0.1,2155.71,338.93
ORD03298,2024-04-18,Customer 0097,Laptop,Technology,South,3,67211.71,0.05,191553.37,43036.12
ORD03265,2024-04-18,Customer 0162,Office Chair,Furniture,East,5,7754.87,0.0,38774.33,5887.92
ORD04349,2024-04-18,Customer 0080,Printer,Office Supplies,East,4,19534.02,0.1,70322.46,12468.39
ORD10971,2024-04-19,Customer 0210,Notebook,Office Supplies,South,3,376.41,0.05,1072.76,267.4
ORD06366,2024-04-19,Customer 0034,Printer,Office Supplies,North,3,20292.81,0.05,57834.52,13295.57
ORD00856,2024-04-19,Customer 0264,Smartphone,Technology,North,5,40454.36,0.1,182044.6,29128.19
ORD06358,2024-04-19,Customer 0010,Laptop,Technology,East,5,83576.67,0.1,376095.04,77235.18
ORD07406,2024-04-19,Customer 0745,Desk,Furniture,West,1,9828.93,0.0,9828.93,2312.98
ORD04449,2024-04-19,Customer 0402,Desk,Furniture,West,4,12782.06,0.05,48571.84,9802.09
ORD06589,2024-04-19,Customer 0883,Office Chair,Furniture,North,5,11787.69,0.1,53044.59,12434.38
ORD09776,2024-04-19,Customer 0812,Laptop,Technology,North,1,64935.53,0.15,55195.2,10964.17
ORD05674,2024-04-19,Customer 0024,Smartphone,Technology,East,2,60279.84,0.05,114531.71,18183.68
ORD02808,2024-04-19,Customer 0978,Notebook,Office Supplies,East,7,149.02,0.0,1043.15,144.73
ORD10858,2024-04-19,Customer 1101,Pen Set,Office Supplies,East,6,673.18,0.05,3837.14,829.89
ORD11933,2024-04-19,Customer 0782,Laptop,Technology,North,2,58410.3,0.1,105138.55,22241.69
ORD06540,2024-04-19,Customer 0637,Monitor,Technology,North,3,19723.07,0.0,59169.2,14108.19
ORD04488,2024-04-19,Customer 0139,Smartphone,Technology,West,3,45365.63,0.05,129292.03,10366.94
ORD03693,2024-04-19,Customer 0389,Keyboard,Technology,West,5,1741.56,0.0,8707.81,1025.03
ORD06990,2024-04-19,Customer 0709,Printer,Office Supplies,East,4,16273.34,0.15,55329.34,9401.32
ORD02022,2024-04-19,Customer 0100,Pen Set,Office Supplies,East,7,709.9,0.05,4720.81,716.43
ORD01267,2024-04-19,Customer 0486,Bookshelf,Furniture,West,4,9799.99,0.15,33319.96,7914.29
ORD04715,2024-04-19,Customer 0803,Printer,Office Supplies,South,6,13936.71,0.05,79439.26,23429.11
ORD11288,2024-04-19,Customer 0442,Notebook,Office Supplies,West,5,167.34,0.05,794.86,204.05
ORD01817,2024-04-19,Customer 0028,Keyboard,Technology,West,4,1274.82,0.0,5099.27,662.84
ORD00617,2024-04-19,Customer 0030,Monitor,Technology,North,4,18880.43,0.1,67969.53,8091.78
ORD02228,2024-04-19,Customer 0455,Laptop,Technology,West,4,63431.24,0.05,241038.72,30904.58
ORD00570,2024-04-19,Customer 0745,Office Chair,Furniture,South,4,15121.62,0.0,60486.48,13067.83
ORD08886,2024-04-19,Customer 0323,Desk,Furniture,South,1,7047.3,0.0,7047.3,1407.78
ORD03819,2024-04-19,Customer 0642,Bookshelf,Furniture,South,1,7265.06,0.0,7265.06,1643.28
ORD09317,2024-04-19,Customer 0841,Notebook,Office Supplies,West,6,485.55,0.1,2621.99,602.14
ORD06175,2024-04-19,Customer 0842,Monitor,Technology,South,4,15177.6,0.0,60710.41,4890.41
ORD06794,2024-04-20,Customer 1106,Desk,Furniture,East,3,22707.03,0.0,68121.08,11059.02
ORD07164,2024-04-20,Customer 0800,Pen Set,Office Supplies,West,5,678.77,0.05,3224.13,519.15
ORD02116,2024-04-20,Customer 1121,Monitor,Technology,East,2,16661.55,0.05,31656.95,6619.15
ORD07803,2024-04-20,Customer 0369,Printer,Office Supplies,South,1,12194.03,0.05,11584.33,1808.72
ORD08389,2024-04-20,Customer 0134,Keyboard,Technology,North,1,3730.8,0.05,3544.26,330.54
ORD08441,2024-04-20,Customer 1027,Keyboard,Technology,West,1,4476.87,0.0,4476.87,359.47
ORD01206,2024-04-20,Customer 0237,Pen Set,Office Supplies,South,6,361.7,0.05,2061.67,537.58
ORD10526,2024-04-20,Customer 1023,Printer,Office Supplies,South,1,21405.26,0.05,20335.0,4014.4
ORD03364,2024-04-20,Customer 0168,Monitor,Technology,West,3,23996.41,0.1,64790.31,14515.44
ORD03022,2024-04-20,Customer 1176,Desk,Furniture,South,6,19353.84,0.05,110316.89,8962.92
ORD09630,2024-04-20,Customer 0694,Smartphone,Technology,South,6,48131.94,0.15,245472.89,54546.92
ORD05670,2024-04-20,Customer 1167,Bookshelf,Furniture,North,3,4867.27,0.05,13871.72,2001.64
ORD07880,2024-04-20,Customer 0023,Smartphone,Technology,East,2,54228.61,0.0,108457.23,16057.38
ORD01803,2024-04-20,Customer 0122,Notebook,Office Supplies,West,5,110.09,0.1,495.4,124.25
ORD06283,2024-04-20,Customer 0993,Office Chair,Furniture,West,1,8998.35,0.05,8548.44,1995.7
ORD08761,2024-04-20,Customer 0729,Desk,Furniture,North,1,17941.86,0.0,17941.86,3290.43
ORD03297,2024-04-20,Customer 0117,Printer,Office Supplies,South,4,7938.41,0.1,28578.26,7033.24
ORD08417,2024-04-20,Customer 1124,Office Chair,Furniture,South,7,14029.23,0.0,98204.58,19188.42
ORD00927,2024-04-20,Customer 0805,Printer,Office Supplies,South,3,7537.61,0.15,19220.92,3565.33
ORD10158,2024-04-20,Customer 0520,Office Chair,Furniture,East,5,14723.33,0.1,66254.98,8338.85
ORD03078,2024-04-20,Customer 0938,Office Chair,Furniture,South,4,11045.71,0.0,44182.84,4152.5
ORD09426,2024-04-20,Customer 0205,Pen Set,Office Supplies,South,3,510.08,0.0,1530.25,352.89
ORD09949,2024-04-20,Customer 0891,Notebook,Office Supplies,South,3,330.91,0.05,943.1,121.77
ORD09694,2024-04-20,Customer 0625,Monitor,Technology,West,5,13421.43,0.05,63751.78,15234.25
ORD00732,2024-04-20,Customer 0865,Desk,Furniture,North,6,20385.97,0.0,122315.82,24664.66
ORD05566,2024-04-20,Customer 0497,Smartphone,Technology,East,5,37424.32,0.0,187121.59,21545.52
ORD11833,2024-04-20,Customer 0834,Monitor,Technology,East,1,22737.98,0.15,19327.29,3771.98
ORD02618,2024-04-20,Customer 0757,Printer,Office Supplies,West,6,6708.31,0.05,38237.36,11306.42
ORD10316,2024-04-20,Customer 0042,Monitor,Technology,North,6,17513.38,0.0,105080.27,25052.85
ORD10556,2024-04-21,Customer 0009,Printer,Office Supplies,East,7,12819.97,0.1,80765.81,18594.79
ORD03205,2024-04-21,Customer 0059,Monitor,Technology,East,1,17665.46,0.1,15898.91,1537.3
ORD10515,2024-04-21,Customer 0131,Monitor,Technology,West,1,23635.92,0.1,21272.33,2591.42
ORD06297,2024-04-21,Customer 1147,Keyboard,Technology,North,5,2957.13,0.0,14785.67,1501.05
ORD07973,2024-04-21,Customer 0628,Bookshelf,Furniture,West,4,5283.58,0.0,21134.32,4256.13
ORD06676,2024-04-21,Customer 0613,Printer,Office Supplies,South,5,18692.39,0.05,88788.85,18500.16
ORD11495,2024-04-21,Customer 1107,Monitor,Technology,West,6,26452.61,0.15,134908.32,17240.34
ORD05721,2024-04-21,Customer 0406,Laptop,Technology,West,3,76890.76,0.05,219138.67,47825.84
ORD04647,2024-04-21,Customer 0506,Printer,Office Supplies,West,2,10808.24,0.15,18374.02,3389.38
ORD09177,2024-04-21,Customer 0340,Monitor,Technology,East,2,23680.71,0.0,47361.41,10112.86
ORD05870,2024-04-21,Customer 1093,Notebook,Office Supplies,North,6,209.63,0.0,1257.76,151.5
ORD05872,2024-04-21,Customer 1090,Monitor,Technology,South,6,21205.92,0.05,120873.77,28053.5
ORD01741,2024-04-21,Customer 1188,Laptop,Technology,South,1,76657.87,0.05,72824.97,6244.51
ORD04249,2024-04-21,Customer 0893,Smartphone,Technology,East,3,49860.92,0.15,127145.34,15778.78
ORD06359,2024-04-21,Customer 0439,Keyboard,Technology,East,4,2301.39,0.1,8285.0,1781.0
ORD11873,2024-04-21,Customer 0107,Smartphone,Technology,South,6,27210.52,0.0,163263.15,29237.55
ORD01716,2024-04-21,Customer 1016,Smartphone,Technology,West,4,34339.77,0.0,137359.09,25619.7
ORD11256,2024-04-21,Customer 0305,Pen Set,Office Supplies,West,2,678.55,0.0,1357.09,282.18
ORD07955,2024-04-21,Customer 0169,Keyboard,Technology,West,2,4408.68,0.1,7935.62,1391.82
ORD07061,2024-04-21,Customer 0338,Keyboard,Technology,South,7,2115.13,0.05,14065.62,3246.28
ORD07117,2024-04-21,Customer 0924,Pen Set,Office Supplies,West,6,667.42,0.05,3804.32,850.49
ORD07206,2024-04-21,Customer 0699,Office Chair,Furniture,West,3,9977.83,0.15,25443.46,3531.16
ORD09329,2024-04-21,Customer 1050,Printer,Office Supplies,South,4,9525.13,0.15,32385.44,4708.81
ORD10501,2024-04-21,Customer 0581,Bookshelf,Furniture,South,7,9257.8,0.1,58324.16,11282.46
ORD02019,2024-04-21,Customer 0546,Monitor,Technology,North,6,18870.88,0.1,101902.76,10876.97
ORD00154,2024-04-21,Customer 0117,Pen Set,Office Supplies,East,3,692.06,0.05,1972.36,429.24
ORD09351,2024-04-21,Customer 0966,Office Chair,Furniture,North,3,10717.52,0.1,28937.32,4049.08
ORD02031,2024-04-21,Customer 1117,Monitor,Technology,West,5,22097.58,0.05,104963.51,14946.86
ORD03057,2024-04-21,Customer 0971,Smartphone,Technology,East,7,40889.5,0.05,271915.2,54154.69
ORD10749,2024-04-21,Customer 0454,Keyboard,Technology,North,7,3521.28,0.0,24648.94,5734.62
ORD10511,2024-04-21,Customer 0441,Office Chair,Furniture,North,1,14091.33,0.05,13386.76,2709.71
ORD08215,2024-04-21,Customer 1170,Pen Set,Office Supplies,West,1,584.45,0.0,584.45,88.99
ORD05770,2024-04-21,Customer 0103,Bookshelf,Furniture,West,1,8106.04,0.0,8106.04,658.0
ORD05015,2024-04-21,Customer 0203,Laptop,Technology,North,5,77045.67,0.0,385228.36,63884.14
ORD09987,2024-04-21,Customer 0399,Notebook,Office Supplies,North,5,217.68,0.05,1034.0,199.19
ORD09913,2024-04-22,Customer 0799,Smartphone,Technology,East,2,23354.85,0.05,44374.21,7248.76
ORD07672,2024-04-22,Customer 0973,Notebook,Office Supplies,West,2,295.05,0.05,560.59,118.68
ORD06402,2024-04-22,Customer 1066,Office Chair,Furniture,South,1,15033.24,0.05,14281.58,2072.87
ORD02619,2024-04-22,Customer 1173,Desk,Furniture,North,5,16521.62,0.05,78477.69,15226.08
ORD00922,2024-04-22,Customer 1146,Pen Set,Office Supplies,North,1,667.39,0.0,667.39,181.17
ORD08917,2024-04-22,Customer 1046,Bookshelf,Furniture,East,6,9525.6,0.1,51438.26,9775.45
ORD11912,2024-04-22,Customer 0258,Smartphone,Technology,East,2,27046.19,0.15,45978.53,9236.32
ORD07681,2024-04-22,Customer 0750,Keyboard,Technology,South,1,1848.33,0.05,1755.91,322.72
ORD11519,2024-04-22,Customer 0311,Office Chair,Furniture,South,4,10392.83,0.05,39492.75,5686.04
ORD02478,2024-04-22,Customer 0182,Smartphone,Technology,North,5,23979.71,0.05,113903.6,9167.69
ORD10117,2024-04-22,Customer 1082,Smartphone,Technology,West,1,60859.48,0.05,57816.5,12460.17
ORD07106,2024-04-22,Customer 1035,Office Chair,Furniture,North,7,17076.03,0.0,119532.18,12810.59
ORD08093,2024-04-22,Customer 0742,Smartphone,Technology,West,7,54242.24,0.05,360710.89,32753.54
ORD10268,2024-04-22,Customer 0693,Desk,Furniture,South,3,19386.41,0.05,55251.28,5558.23
ORD11555,2024-04-22,Customer 0655,Printer,Office Supplies,East,6,17280.98,0.05,98501.56,28621.97
ORD09939,2024-04-22,Customer 0054,Laptop,Technology,West,4,72812.95,0.1,262126.6,35668.49
ORD04101,2024-04-22,Customer 0675,Laptop,Technology,North,7,71538.13,0.0,500766.93,61555.85
ORD11063,2024-04-22,Customer 0426,Pen Set,Office Supplies,West,4,159.91,0.0,639.64,142.53
ORD09121,2024-04-22,Customer 0931,Keyboard,Technology,North,1,2261.76,0.15,1922.5,455.0
ORD11057,2024-04-22,Customer 0175,Desk,Furniture,North,4,17064.45,0.0,68257.8,5948.03
ORD02814,2024-04-22,Customer 0259,Pen Set,Office Supplies,East,1,126.73,0.05,120.4,20.64
ORD08944,2024-04-22,Customer 0859,Smartphone,Technology,East,7,41936.81,0.0,293557.7,24407.32
ORD03044,2024-04-22,Customer 0831,Pen Set,Office Supplies,West,4,632.57,0.05,2403.76,487.56
ORD06255,2024-04-22,Customer 0777,Office Chair,Furniture,South,1,5555.21,0.05,5277.45,1193.74
ORD05669,2024-04-22,Customer 0138,Laptop,Technology,South,7,70281.66,0.05,467373.06,39383.39
ORD00256,2024-04-22,Customer 0661,Monitor,Technology,North,5,23280.45,0.0,116402.26,18272.79
ORD01950,2024-04-22,Customer 0879,Smartphone,Technology,West,7,42942.22,0.1,270535.96,56831.09
ORD07726,2024-04-22,Customer 0332,Desk,Furniture,West,6,15323.11,0.05,87341.75,7033.92
ORD06868,2024-04-22,Customer 0272,Pen Set,Office Supplies,North,7,127.14,0.05,845.47,231.02
ORD06252,2024-04-23,Customer 0239,Printer,Office Supplies,South,2,12886.44,0.1,23195.59,3664.43
ORD03898,2024-04-23,Customer 1133,Desk,Furniture,North,4,8017.18,0.05,30465.3,4005.98
ORD06738,2024-04-23,Customer 0450,Pen Set,Office Supplies,North,1,573.47,0.15,487.45,136.77
ORD05399,2024-04-23,Customer 0452,Bookshelf,Furniture,North,3,9305.16,0.1,25123.94,3488.92
ORD06659,2024-04-23,Customer 0754,Keyboard,Technology,South,2,4410.21,0.1,7938.38,1655.03
ORD11962,2024-04-23,Customer 0143,Monitor,Technology,West,4,16184.13,0.1,58262.86,9867.63
ORD09204,2024-04-23,Customer 0594,Office Chair,Furniture,North,7,17740.12,0.05,117971.78,16075.14
ORD08750,2024-04-23,Customer 0513,Notebook,Office Supplies,West,7,423.8,0.0,2966.59,428.49
ORD04515,2024-04-23,Customer 1083,Keyboard,Technology,East,6,1050.0,0.0,6299.97,1101.13
ORD02090,2024-04-23,Customer 0349,Bookshelf,Furniture,West,2,9191.5,0.1,16544.7,3081.76
ORD01190,2024-04-23,Customer 0164,Laptop,Technology,East,4,63145.6,0.1,227324.17,23868.11
ORD02874,2024-04-23,Customer 0278,Desk,Furniture,North,2,20930.87,0.0,41861.75,7738.86
ORD03413,2024-04-23,Customer 0992,Notebook,Office Supplies,West,6,392.53,0.15,2001.88,475.91
ORD05265,2024-04-23,Customer 1183,Monitor,Technology,North,3,17323.66,0.05,49372.44,6274.17
ORD06462,2024-04-23,Customer 1073,Notebook,Office Supplies,West,4,284.79,0.0,1139.15,341.33
ORD01724,2024-04-23,Customer 0927,Laptop,Technology,West,4,89149.49,0.0,356597.94,82858.37
ORD07663,2024-04-23,Customer 0891,Office Chair,Furniture,West,5,13678.54,0.0,68392.72,6413.98
ORD08369,2024-04-23,Customer 0331,Bookshelf,Furniture,West,6,13962.87,0.0,83777.22,15733.24
ORD04889,2024-04-23,Customer 0440,Laptop,Technology,North,2,75716.6,0.05,143861.54,28468.4
ORD03817,2024-04-23,Customer 0139,Monitor,Technology,North,2,19931.14,0.0,39862.28,4614.14
ORD04184,2024-04-23,Customer 0609,Printer,Office Supplies,West,4,13439.94,0.0,53759.74,8564.41
ORD07879,2024-04-23,Customer 0060,Pen Set,Office Supplies,East,7,792.87,0.05,5272.56,1558.34
ORD08152,2024-04-23,Customer 1072,Smartphone,Technology,South,3,21548.91,0.0,64646.72,10342.34
ORD01667,2024-04-23,Customer 0449,Laptop,Technology,North,2,71831.77,0.1,129297.19,25057.54
ORD01220,2024-04-23,Customer 1044,Keyboard,Technology,North,6,4395.0,0.05,25051.49,3314.89
ORD01959,2024-04-23,Customer 1032,Desk,Furniture,West,1,9632.23,0.05,9150.62,1562.61
ORD01636,2024-04-23,Customer 0756,Notebook,Office Supplies,South,5,103.3,0.15,439.03,66.47
ORD03566,2024-04-23,Customer 0197,Pen Set,Office Supplies,West,4,201.92,0.05,767.31,117.83
ORD02214,2024-04-23,Customer 0374,Laptop,Technology,East,3,55130.18,0.15,140581.96,16646.26
ORD09827,2024-04-23,Customer 1198,Office Chair,Furniture,South,4,7723.72,0.1,27805.4,6321.63
ORD10608,2024-04-23,Customer 1061,Keyboard,Technology,East,7,4100.57,0.0,28703.97,2996.73
ORD08022,2024-04-23,Customer 1117,Pen Set,Office Supplies,South,7,518.18,0.15,3083.2,864.1
ORD01371,2024-04-23,Customer 0394,Pen Set,Office Supplies,West,3,744.62,0.0,2233.85,323.37
ORD05954,2024-04-23,Customer 0052,Keyboard,Technology,South,7,2191.63,0.0,15341.44,3478.41
ORD10876,2024-04-23,Customer 0353,Smartphone,Technology,South,5,48191.89,0.05,228911.46,39087.65
ORD09058,2024-04-23,Customer 0338,Printer,Office Supplies,South,1,10134.94,0.1,9121.44,2127.46
ORD09862,2024-04-23,Customer 1074,Printer,Office Supplies,South,2,10001.14,0.0,20002.29,2964.19
ORD00579,2024-04-23,Customer 0528,Office Chair,Furniture,West,6,10536.19,0.05,60056.31,8739.42
ORD08310,2024-04-23,Customer 0843,Desk,Furniture,North,7,21859.51,0.05,145365.73,12695.58
ORD09073,2024-04-24,Customer 0028,Notebook,Office Supplies,West,4,429.22,0.15,1459.34,179.21
ORD00981,2024-04-24,Customer 0943,Monitor,Technology,South,4,27357.02,0.05,103956.68,9015.63
ORD02682,2024-04-24,Customer 0777,Keyboard,Technology,North,2,1942.97,0.0,3885.93,916.97
ORD03867,2024-04-24,Customer 0979,Notebook,Office Supplies,North,5,178.95,0.05,850.01,204.93
ORD08474,2024-04-24,Customer 1064,Office Chair,Furniture,East,4,16169.53,0.05,61444.22,9548.53
ORD02402,2024-04-24,Customer 0455,Notebook,Office Supplies,East,5,372.78,0.0,1863.92,224.11
ORD04247,2024-04-24,Customer 0127,Smartphone,Technology,North,6,42535.18,0.05,242450.51,21187.01
ORD11242,2024-04-24,Customer 1179,Bookshelf,Furniture,South,4,13045.11,0.1,46962.41,10274.54
ORD07114,2024-04-24,Customer 0792,Bookshelf,Furniture,West,3,4386.9,0.0,13160.71,2579.86
ORD02828,2024-04-24,Customer 0719,Notebook,Office Supplies,West,6,387.93,0.05,2211.18,421.98
ORD04210,2024-04-24,Customer 0038,Monitor,Technology,North,4,12671.96,0.05,48153.44,6445.43
ORD04960,2024-04-24,Customer 0308,Bookshelf,Furniture,East,5,4860.94,0.1,21874.24,5184.09
ORD02642,2024-04-24,Customer 1191,Bookshelf,Furniture,North,1,13396.93,0.0,13396.93,1629.08
ORD00916,2024-04-24,Customer 0285,Desk,Furniture,East,7,14438.64,0.1,90963.45,10923.02
ORD10327,2024-04-24,Customer 0364,Printer,Office Supplies,South,1,13564.9,0.0,13564.9,2049.54
ORD00505,2024-04-24,Customer 0321,Smartphone,Technology,North,3,58404.97,0.05,166454.18,23383.18
ORD10342,2024-04-24,Customer 0513,Notebook,Office Supplies,South,5,301.27,0.05,1431.02,339.18
ORD02044,2024-04-24,Customer 0502,Notebook,Office Supplies,West,5,276.9,0.05,1315.25,205.68
ORD11443,2024-04-24,Customer 0635,Notebook,Office Supplies,East,2,325.21,0.05,617.9,165.41
ORD04521,2024-04-24,Customer 0858,Keyboard,Technology,West,7,2099.79,0.0,14698.53,2190.42
ORD05860,2024-04-24,Customer 0596,Desk,Furniture,West,2,7803.82,0.05,14827.25,3486.26
ORD01225,2024-04-24,Customer 0408,Keyboard,Technology,East,1,2616.24,0.0,2616.24,263.75
ORD04569,2024-04-24,Customer 0361,Office Chair,Furniture,West,7,7511.35,0.15,44692.55,6309.35
ORD02502,2024-04-24,Customer 0519,Pen Set,Office Supplies,West,5,409.12,0.0,2045.6,357.61
ORD06799,2024-04-24,Customer 0624,Monitor,Technology,West,7,18722.4,0.15,111398.26,24752.11
ORD06033,2024-04-24,Customer 0342,Keyboard,Technology,West,4,1846.24,0.15,6277.21,1414.83
ORD06696,2024-04-24,Customer 0484,Bookshelf,Furniture,North,7,8557.56,0.05,56907.76,8892.02
ORD00087,2024-04-24,Customer 0018,Notebook,Office Supplies,West,7,427.41,0.1,2692.7,503.55
ORD05307,2024-04-24,Customer 0533,Smartphone,Technology,West,3,27595.03,0.1,74506.58,7001.29
ORD05827,2024-04-24,Customer 0130,Desk,Furniture,North,2,16484.07,0.0,32968.14,7729.19
ORD00259,2024-04-24,Customer 0158,Smartphone,Technology,South,3,38624.62,0.0,115873.86,16116.16
ORD09198,2024-04-24,Customer 0441,Monitor,Technology,West,2,25538.76,0.1,45969.76,5388.02
ORD11985,2024-04-25,Customer 0559,Desk,Furniture,South,6,29925.52,0.1,161597.83,23087.19
ORD01524,2024-04-25,Customer 0523,Notebook,Office Supplies,North,5,476.47,0.0,2382.36,575.7
ORD09900,2024-04-25,Customer 0348,Smartphone,Technology,West,6,21037.59,0.05,119914.28,13379.88
ORD07732,2024-04-25,Customer 0019,Monitor,Technology,West,6,17189.01,0.05,97977.38,19915.09
ORD02745,2024-04-25,Customer 0834,Bookshelf,Furniture,West,2,13864.08,0.05,26341.75,3269.95
